"Gene Symbol"	"Gene Name"
	"CDNA FLJ35281 fis, clone PROST2007248"
"MPDU1"	"**Mannose-P-dolichol utilization defect 1"
	"Transcribed locus"
	"Transcribed locus"
"ERO1LB"	"ERO1-like beta (S. cerevisiae)"
	"CDNA FLJ42008 fis, clone SPLEN2031724"
"SLC37A4"	"Solute carrier family 37 (glycerol-6-phosphate transporter), member 4"
"CCDC131"	"Coiled-coil domain containing 131"
"PAQR3"	"Progestin and adipoQ receptor family member III"
"KREMEN1"	"Kringle containing transmembrane protein 1"
"SMC5"	"Structural maintenance of chromosomes 5"
	"CDNA clone IMAGE:4585298"
"RECK"	"Reversion-inducing-cysteine-rich protein with kazal motifs"
"SUB1"	"SUB1 homolog (S. cerevisiae)"
"C6orf111"	"Chromosome 6 open reading frame 111"
"TMEM93"	"Transmembrane protein 93"
"NAT12"	"N-acetyltransferase 12"
"BTAF1"	"**BTAF1 RNA polymerase II, B-TFIID transcription factor-associated, 170kDa (Mot1 homolog, S. cerevisiae)"
	"CDNA clone IMAGE:4829327"
	
"KIAA1462"	"KIAA1462"
	"Transcribed locus"
	"Transcribed locus"
"NEGR1"	"**Neuronal growth regulator 1"
"DOCK2"	"Dedicator of cytokinesis 2"
	"CDNA FLJ33709 fis, clone BRAWH2007890"
"ZNF337"	"Zinc finger protein 337"
"HSDL2"	"**Hydroxysteroid dehydrogenase like 2"
"RCHY1"	"Ring finger and CHY zinc finger domain containing 1"
	"Transcribed locus"
	"Transcribed locus"
"SCARF2"	"Scavenger receptor class F, member 2"
"EARS2"	"Glutamyl-tRNA synthetase 2, mitochondrial (putative)"
	"Full length insert cDNA clone ZD67D03"
	"Full length insert cDNA clone ZD69A07"
"KIAA1128"	"KIAA1128"
"GALNACT-2"	"**Chondroitin sulfate GalNAcT-2"
"KLF12"	"Kruppel-like factor 12"
"TPK1"	"Thiamin pyrophosphokinase 1"
	"MRNA; cDNA DKFZp686J0581 (from clone DKFZp686J0581)"
"FTH1"	"Ferritin, heavy polypeptide 1"
"HCRTR2"	"Hypocretin (orexin) receptor 2"
"C14orf80"	"Chromosome 14 open reading frame 80"
"RSBN1L"	"Round spermatid basic protein 1-like"
	"Transcribed locus"
"FLJ44894"	"**Similar to zinc finger protein 91"
	"Transcribed locus"
"TNFSF13B"	"Tumor necrosis factor (ligand) superfamily, member 13b"
"TBL1X"	"Transducin (beta)-like 1X-linked"
"RAB5B"	"RAB5B, member RAS oncogene family"
	"Full-length cDNA clone CS0CAP002YO01 of Thymus of Homo sapiens (human)"
"KIAA1430"	"KIAA1430"
"BASP1"	"Brain abundant, membrane attached signal protein 1"
	"Transcribed locus"
	"Transcribed locus"
	"CDNA: FLJ21652 fis, clone COL08582"
	"Transcribed locus"
"ZNF644"	"Zinc finger protein 644"
	"**Transcribed locus, moderately similar to XP_232102.4 similar to CG1965-PA [Rattus norvegicus]"
	"Transcribed locus"
	"Transcribed locus"
"NSD1"	"Nuclear receptor binding SET domain protein 1"
	"Transcribed locus"
	
	"Transcribed locus"
	"Transcribed locus"
"ICK"	"Intestinal cell (MAK-like) kinase"
"CRSP7"	"Cofactor required for Sp1 transcriptional activation, subunit 7, 70kDa"
"C14orf37"	"Chromosome 14 open reading frame 37"
"TMEM16F"	"Transmembrane protein 16F"
"SEMA6A"	"Sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A"
"RGMB"	"RGM domain family, member B"
"C2orf34"	"Chromosome 2 open reading frame 34"
"SNX6"	"Sorting nexin 6"
"CREBZF"	"CREB/ATF bZIP transcription factor"
	
	"Transcribed locus"
	"CDNA: FLJ22515 fis, clone HRC12122, highly similar to AF052101 Homo sapiens clone 23872 mRNA sequence"
"PDIA4"	"Protein disulfide isomerase family A, member 4"
"DLC1"	"Deleted in liver cancer 1"
	"Transcribed locus"
"TRIO"	"Triple functional domain (PTPRF interacting)"
"LOC121838"	"Hypothetical protein LOC121838"
	
"AGR2"	"Anterior gradient homolog 2 (Xenopus laevis)"
	
"PDE3B"	"Phosphodiesterase 3B, cGMP-inhibited"
"ROD1"	"**ROD1 regulator of differentiation 1 (S. pombe)"
"TAF3"	"TAF3 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 140kDa"
	
	
	"CDNA FLJ43338 fis, clone NT2RI3007213, highly similar to Homo sapiens CDA017 mRNA"
"FRRS1"	"Ferric-chelate reductase 1"
	"Transcribed locus"
	"Transcribed locus"
"C17orf13"	"Chromosome 17 open reading frame 13"
	"Transcribed locus"
"CAPN7"	"Calpain 7"
	"Transcribed locus"
	"Transcribed locus"
	"Transcribed locus"
"NPC1"	"Niemann-Pick disease, type C1"
	"Transcribed locus"
"LOC651370"	"**Similar to a disintegrin and metalloprotease domain 3 (cyritestin)"
	
	"Transcribed locus"
	
"C1orf150"	"Chromosome 1 open reading frame 150"
	"Transcribed locus"
	"Transcribed locus"
	"CDNA clone IMAGE:5271474"
	
"FLJ41350"	"Hypothetical gene supported by AK123344"
	
"C13orf26"	"**Chromosome 13 open reading frame 26"
	
	"Transcribed locus, strongly similar to XP_932590.2 similar to Band 4.1-like protein 5 [Homo sapiens]"
"CDKL3"	"Cyclin-dependent kinase-like 3"
"C12orf11"	"Chromosome 12 open reading frame 11"
"RNF150"	"Ring finger protein 150"
"COX15"	"COX15 homolog, cytochrome c oxidase assembly protein (yeast)"
"MAL2"	"Mal, T-cell differentiation protein 2"
"LOC283871"	"Hypothetical protein LOC283871"
	"Clone 23950 mRNA sequence"
	"Transcribed locus"
"RBJ"	"Ras-associated protein Rap1"
	"Transcribed locus"
"DNAJA5"	"DnaJ homology subfamily A member 5"
"CLDN1"	"Claudin 1"
"C5orf35"	"Chromosome 5 open reading frame 35"
	"Transcribed locus"
"INTS10"	"Integrator complex subunit 10"
"TBC1D22A"	"TBC1 domain family, member 22A"
"RAB3B"	"RAB3B, member RAS oncogene family"
"ANGEL2"	"**Angel homolog 2 (Drosophila)"
"SEMA6A"	"Sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A"
	"Transcribed locus"
"RAD1"	"RAD1 homolog (S. pombe)"
"MKL1"	"Megakaryoblastic leukemia (translocation) 1"
	
"ZNF688"	"Zinc finger protein 688"
"RNF149"	"Ring finger protein 149"
"MCM4"	"**MCM4 minichromosome maintenance deficient 4 (S. cerevisiae)"
"SPRR2G"	"Small proline-rich protein 2G"
"PRKAR1A"	"Protein kinase, cAMP-dependent, regulatory, type I, alpha (tissue specific extinguisher 1)"
"MDM1"	"Mdm4, transformed 3T3 cell double minute 1, p53 binding protein (mouse)"
	"CDNA clone IMAGE:5302913"
	"Transcribed locus"
"WDR19"	"WD repeat domain 19"
"SAMD4A"	"Sterile alpha motif domain containing 4A"
"C12orf45"	"Chromosome 12 open reading frame 45"
	"MRNA; cDNA DKFZp586A0722 (from clone DKFZp586A0722)"
"SLC38A1"	"Solute carrier family 38, member 1"
"ZZZ3"	"Zinc finger, ZZ-type containing 3"
"STOX1"	"Storkhead box 1"
"TMEM183A"	"Transmembrane protein 183A"
"PTPRD"	"Protein tyrosine phosphatase, receptor type, D"
	
	
	"Transcribed locus"
	"MRNA full length insert cDNA clone EUROIMAGE 29093"
	"Transcribed locus"
"LOC285095"	"Hypothetical LOC285095"
"FAM66C"	"Family with sequence similarity 66, member C"
"ZNF579"	"Zinc finger protein 579"
"THBD"	"Thrombomodulin"
	"Transcribed locus"
"ZNF189"	"Zinc finger protein 189"
"LOC157503"	"Hypothetical protein LOC157503"
	"Transcribed locus"
"GPR75"	"G protein-coupled receptor 75"
	"Transcribed locus"
"NUDT11"	"Nudix (nucleoside diphosphate linked moiety X)-type motif 11"
"SLC22A15"	"Solute carrier family 22 (organic cation transporter), member 15"
"CYBA"	"Cytochrome b-245, alpha polypeptide"
"PPAT"	"**Phosphoribosyl pyrophosphate amidotransferase"
"ANK2"	"Ankyrin 2, neuronal"
"AK1"	"Adenylate kinase 1"
"NKRF"	"NF-kappaB repressing factor"
"RAC1"	"Ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)"
"KIAA0406"	"KIAA0406"
"JAG2"	"Jagged 2"
"KRT14"	"Keratin 14 (epidermolysis bullosa simplex, Dowling-Meara, Koebner)"
"CRYAA"	"Crystallin, alpha A"
"APBA1"	"Amyloid beta (A4) precursor protein-binding, family A, member 1 (X11)"
"KIF1A"	"Kinesin family member 1A"
"HTR3A"	"5-hydroxytryptamine (serotonin) receptor 3A"
"SPINK2"	"Serine peptidase inhibitor, Kazal type 2 (acrosin-trypsin inhibitor)"
"SLC25A4"	"Solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 4"
"RPS23"	"Ribosomal protein S23"
"RPL24"	"Ribosomal protein L24"
"YWHAQ"	"Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta polypeptide"
"CDC25A"	"Cell division cycle 25 homolog A (S. pombe)"
"THRB"	"Thyroid hormone receptor, beta (erythroblastic leukemia viral (v-erb-a) oncogene homolog 2, avian)"
"NFIX"	"Nuclear factor I/X (CCAAT-binding transcription factor)"
	
"MINK1"	"Misshapen-like kinase 1 (zebrafish)"
	
"FLJ12716"	"FLJ12716 protein"
"DIMT1L"	"DIM1 dimethyladenosine transferase 1-like (S. cerevisiae)"
"SVEP1"	"Sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1"
	"Transcribed locus"
"ARMC8"	"Armadillo repeat containing 8"
	"Transcribed locus"
	
"MASP2"	"**Mannan-binding lectin serine peptidase 2"
"NFATC3"	"**Nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3"
"C1orf103"	"Chromosome 1 open reading frame 103"
"PAPPA"	"Pregnancy-associated plasma protein A, pappalysin 1"
"CPT1B"	"Carnitine palmitoyltransferase 1B (muscle)"
"IDS"	"Iduronate 2-sulfatase (Hunter syndrome)"
	
"SGEF"	"Src homology 3 domain-containing guanine nucleotide exchange factor"
	"Transcribed locus"
"TBC1D9B"	"TBC1 domain family, member 9B (with GRAM domain)"
"COPS8"	"**COP9 constitutive photomorphogenic homolog subunit 8 (Arabidopsis)"
	"Transcribed locus"
"SLIC1"	"**Selectin ligand interactor cytoplasmic-1"
	"CDNA clone IMAGE:5299642"
"FAM46C"	"Family with sequence similarity 46, member C"
	"CDNA FLJ37418 fis, clone BRAWH2000488"
	
"LILRB2"	"Leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 2"
"CD99"	"CD99 molecule"
"THRA"	"Thyroid hormone receptor, alpha (erythroblastic leukemia viral (v-erb-a) oncogene homolog, avian)"
"CD14"	"CD14 molecule"
"PLAU"	"Plasminogen activator, urokinase"
"THBS1"	"Thrombospondin 1"
	
"GGTL3"	"Gamma-glutamyltransferase-like 3"
"MXI1"	"MAX interactor 1"
	"Transcribed locus"
"IGF1"	"Insulin-like growth factor 1 (somatomedin C)"
"CD36"	"CD36 molecule (thrombospondin receptor)"
	
	
	
	
	
	
	
	
	
	
	
	
"SOX1"	"SRY (sex determining region Y)-box 1"
"DIP2A"	"DIP2 disco-interacting protein 2 homolog A (Drosophila)"
"DIP2A"	"DIP2 disco-interacting protein 2 homolog A (Drosophila)"
"SLC35E2"	"Solute carrier family 35, member E2"
	"Transcribed locus, moderately similar to NP_848586.1 domain (binds single-stranded nucleic acids) containing-like [Homo sapiens]"
"ZMYND8"	"Zinc finger, MYND-type containing 8"
	"Transcribed locus"
	
	"Transcribed locus"
	"MRNA; cDNA DKFZp686L18111 (from clone DKFZp686L18111)"
	"Transcribed locus"
	
	"Transcribed locus"
"KYNU"	"Kynureninase (L-kynurenine hydrolase)"
"SLC20A2"	"**Solute carrier family 20 (phosphate transporter), member 2"
"C1QA"	"Complement component 1, q subcomponent, A chain"
"TFCP2L1"	"Transcription factor CP2-like 1"
	
	"Transcribed locus, strongly similar to XP_001132720.1 hypothetical protein [Homo sapiens]"
	
	
"LOC730092"	"RRN3 RNA polymerase I transcription factor homolog (S. cerevisiae) pseudogene"
	
"CNOT1"	"**CCR4-NOT transcription complex, subunit 1"
	
	"Transcribed locus"
	"Transcribed locus"
	"*mitoch. cont."
"TCHP"	"Trichoplein, keratin filament binding"
"LOC344887"	"Similar to NmrA-like family domain containing 1"
	"Transcribed locus, weakly similar to NP_001041360.1 protein LOC317588 [Rattus norvegicus]"
	"Transcribed locus"
	"Transcribed locus"
	"Transcribed locus"
"CROP"	"Cisplatin resistance-associated overexpressed protein"
	"Transcribed locus"
	"Transcribed locus"
	"CDNA FLJ13497 fis, clone PLACE1004518"
	"Transcribed locus"
	
"MS4A8B"	"Membrane-spanning 4-domains, subfamily A, member 8B"
"PPP1R14B"	"**Protein phosphatase 1, regulatory (inhibitor) subunit 14B"
	"Transcribed locus"
	"Transcribed locus, strongly similar to XP_529961.2 hypothetical protein [Pan troglodytes]"
"SLC10A2"	"Solute carrier family 10 (sodium/bile acid cotransporter family), member 2"
	"Transcribed locus"
"PTGER3"	"Prostaglandin E receptor 3 (subtype EP3)"
"BHMT2"	"**Betaine-homocysteine methyltransferase 2"
	
"LOC644090"	"Hypothetical LOC644090"
	"Full-length cDNA clone CS0DL011YG16 of B cells (Ramos cell line) Cot 25-normalized of Homo sapiens (human)"
"SLC5A12"	"Solute carrier family 5 (sodium/glucose cotransporter), member 12"
	"Transcribed locus"
"SLC17A3"	"Solute carrier family 17 (sodium phosphate), member 3"
	
	"Transcribed locus"
	
	"Transcribed locus"
"LOC729374"	"Similar to 40S ribosomal protein S10"
	
"ICAM4"	"**Intercellular adhesion molecule 4 (Landsteiner-Wiener blood group)"
	
	"Transcribed locus"
	"Homo sapiens, clone IMAGE:4690669, mRNA"
"IL11RA"	"Interleukin 11 receptor, alpha"
	
	"Transcribed locus"
	"Transcribed locus"
	
	"Transcribed locus"
"CRTAC1"	"Cartilage acidic protein 1"
	"**Transcribed locus"
	
	
	"Transcribed locus, strongly similar to XP_001064426.1 similar to Progressive ankylosis protein (Fn54 protein) [Rattus norvegicus]"
"AHNAK"	"AHNAK nucleoprotein (desmoyokin)"
	"Transcribed locus"
"RAB27A"	"RAB27A, member RAS oncogene family"
	"Transcribed locus"
"PLEKHA8"	"**Pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 8"
	"Transcribed locus"
	
	"Transcribed locus"
"ZNF44"	"**Zinc finger protein 44"
	
	"Transcribed locus"
	
	"Transcribed locus"
	"MRNA; cDNA DKFZp686J19109 (from clone DKFZp686J19109)"
	
	"Transcribed locus"
"IL13RA1"	"Interleukin 13 receptor, alpha 1"
	
	"**Transcribed locus"
	
"DMRT3"	"Doublesex and mab-3 related transcription factor 3"
"LOC440981"	"Similar to Phospholipid scramblase 1 (PL scramblase 1) (Ca(2+)-dependent phospholipid scramblase 1)"
	"Transcribed locus"
	"**Transcribed locus"
"SLC4A11"	"Solute carrier family 4, sodium bicarbonate transporter-like, member 11"
	"Transcribed locus"
"RABGEF1"	"RAB guanine nucleotide exchange factor (GEF) 1"
	
	
	"Transcribed locus"
	"Transcribed locus"
"NAIP"	"NLR family, apoptosis inhibitory protein"
"C14orf4"	"Chromosome 14 open reading frame 4"
"FLJ38596"	"Hypothetical protein LOC644809"
"MCART6"	"Mitochondrial carrier triple repeat 6"
	"Transcribed locus"
"SLCO2B1"	"Solute carrier organic anion transporter family, member 2B1"
"BRF1"	"BRF1 homolog, subunit of RNA polymerase III transcription initiation factor IIIB (S. cerevisiae)"
"MARVELD2"	"**MARVEL domain containing 2"
	"Transcribed locus"
	"Transcribed locus"
"NPR3"	"Natriuretic peptide receptor C/guanylate cyclase C (atrionatriuretic peptide receptor C)"
	"Transcribed locus"
	"Transcribed locus"
	"Transcribed locus"
"P2RY1"	"Purinergic receptor P2Y, G-protein coupled, 1"
	
	
	"Transcribed locus"
"FMO2"	"Flavin containing monooxygenase 2 (non-functional)"
	
"EEF1A1"	"**Eukaryotic translation elongation factor 1 alpha 1"
	"**Transcribed locus"
	
	"Transcribed locus"
"KBTBD7"	"Kelch repeat and BTB (POZ) domain containing 7"
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	"**Transcribed locus, moderately similar to XP_507735.2 hypothetical protein [Pan troglodytes]"
"ITGA2"	"Integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)"
"ITGB4"	"Integrin, beta 4"
"IGF1R"	"Insulin-like growth factor 1 receptor"
"INSL4"	"Insulin-like 4 (placenta)"
"ITPKB"	"Inositol 1,4,5-trisphosphate 3-kinase B"
"NFATC3"	"Nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3"
"TGOLN2"	"Trans-golgi network protein 2"
"CNP"	"2',3'-cyclic nucleotide 3' phosphodiesterase"
"RARRES2"	"Retinoic acid receptor responder (tazarotene induced) 2"
"STX7"	"Syntaxin 7"
"SUOX"	"Sulfite oxidase"
"GLT8D1"	"Glycosyltransferase 8 domain containing 1"
"SMAD6"	"SMAD family member 6"
"CHAF1B"	"Chromatin assembly factor 1, subunit B (p60)"
"CHES1"	"Checkpoint suppressor 1"
"CXADR"	"Coxsackie virus and adenovirus receptor"
"CAV2"	"Caveolin 2"
"TAF12"	"TAF12 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 20kDa"
"TBX2"	"T-box 2"
"ILK"	"Integrin-linked kinase"
"TARDBP"	"TAR DNA binding protein"
"STK3"	"Serine/threonine kinase 3 (STE20 homolog, yeast)"
"PSCD2"	"Pleckstrin homology, Sec7 and coiled-coil domains 2 (cytohesin-2)"
"ART4"	"ADP-ribosyltransferase 4 (Dombrock blood group)"
"GNAS"	"GNAS complex locus"
"GNAL"	"Guanine nucleotide binding protein (G protein), alpha activating activity polypeptide, olfactory type"
"GC"	"Group-specific component (vitamin D binding protein)"
"SEPT5"	"Septin 5"
"GYPB"	"Glycophorin B (MNS blood group)"
"GABPB2"	"GA binding protein transcription factor, beta subunit 2"
"FAH"	"Fumarylacetoacetate hydrolase (fumarylacetoacetase)"
"FUT4"	"Fucosyltransferase 4 (alpha (1,3) fucosyltransferase, myeloid-specific)"
"FXN"	"Frataxin"
"FPRL1"	"Formyl peptide receptor-like 1"
"FLT1"	"Fms-related tyrosine kinase 1 (vascular endothelial growth factor/vascular permeability factor receptor)"
"RNASE1"	"Ribonuclease, RNase A family, 1 (pancreatic)"
"RNASE4"	"Ribonuclease, RNase A family, 4"
"TMEM50A"	"Transmembrane protein 50A"
"RFC3"	"Replication factor C (activator 1) 3, 38kDa"
"FLJ22028"	"Hypothetical protein FLJ22028"
"RDX"	"Radixin"
"PRELP"	"Proline/arginine-rich end leucine-rich repeat protein"
"PRL"	"Prolactin"
"PDCD2"	"Programmed cell death 2"
"PSEN2"	"Presenilin 2 (Alzheimer disease 4)"
"LOC23117"	"KIAA0220-like protein"
"PTN"	"**Pleiotrophin (heparin binding growth factor 8, neurite growth-promoting factor 1)"
"KIAA0133"	"KIAA0133"
"GATAD2A"	"GATA zinc finger domain containing 2A"
	
	"*mitoch. cont. homolog of yeast ribosome biogenesis regulatory protein RRS1"
	"Transcribed locus"
"CSNK1G1"	"Casein kinase 1, gamma 1"
"LOXL1"	"Lysyl oxidase-like 1"
"AGPAT1"	"1-acylglycerol-3-phosphate O-acyltransferase 1 (lysophosphatidic acid acyltransferase, alpha)"
"SLC20A2"	"Solute carrier family 20 (phosphate transporter), member 2"
"USP13"	"Ubiquitin specific peptidase 13 (isopeptidase T-3)"
"PABPC4"	"Poly(A) binding protein, cytoplasmic 4 (inducible form)"
"SORL1"	"Sortilin-related receptor, L(DLR class) A repeats-containing"
"RFXAP"	"Regulatory factor X-associated protein"
"STARD3"	"START domain containing 3"
"DYNC1LI2"	"Dynein, cytoplasmic 1, light intermediate chain 2"
"MRPL23"	"Mitochondrial ribosomal protein L23"
"EPHB3"	"EPH receptor B3"
"ZFP36L2"	"Zinc finger protein 36, C3H type-like 2"
"FN1"	"Fibronectin 1"
"FGFR2"	"Fibroblast growth factor receptor 2 (bacteria-expressed kinase, keratinocyte growth factor receptor, craniofacial dysostosis 1, Crouzon syndrome, Pfeiffer syndrome, Jackson-Weiss syndrome)"
	
"FDPS"	"Farnesyl diphosphate synthase (farnesyl pyrophosphate synthetase, dimethylallyltranstransferase, geranyltranstransferase)"
"PIP5K1C"	"Phosphatidylinositol-4-phosphate 5-kinase, type I, gamma"
"EXT1"	"Exostoses (multiple) 1"
	
	
"AOF2"	"Amine oxidase (flavin containing) domain 2"
"FEZ2"	"**Fasciculation and elongation protein zeta 2 (zygin II)"
"RCC2"	"Regulator of chromosome condensation 2"
"LOC727940"	"Similar to PEPP subfamily gene 2"
	"Transcribed locus"
"HNRPH3"	"Heterogeneous nuclear ribonucleoprotein H3 (2H9)"
"PID1"	"Phosphotyrosine interaction domain containing 1"
"C1orf123"	"Chromosome 1 open reading frame 123"
"MPDU1"	"Mannose-P-dolichol utilization defect 1"
"ZFAND5"	"Zinc finger, AN1-type domain 5"
"ATP6V0A2"	"ATPase, H+ transporting, lysosomal V0 subunit a2"
"BDH2"	"3-hydroxybutyrate dehydrogenase, type 2"
"INOC1"	"INO80 complex homolog 1 (S. cerevisiae)"
"SNHG7"	"Small nucleolar RNA host gene (non-protein coding) 7"
"WIPI2"	"WD repeat domain, phosphoinositide interacting 2"
"USP31"	"Ubiquitin specific peptidase 31"
"LAP3"	"Leucine aminopeptidase 3"
"RFWD2"	"Ring finger and WD repeat domain 2"
"C1QC"	"Complement component 1, q subcomponent, C chain"
"DDX12"	"DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 12 (CHL1-like helicase homolog, S. cerevisiae)"
"CA3"	"Carbonic anhydrase III, muscle specific"
"ATP2C1"	"ATPase, Ca++ transporting, type 2C, member 1"
	
"FLJ32810"	"**Hypothetical protein FLJ32810"
"LOC388692"	"Hypothetical gene supported by AK123662"
"CXXC5"	"CXXC finger 5"
	
	
"HP1BP3"	"Heterochromatin protein 1, binding protein 3"
	"Transcribed locus"
"PCYOX1"	"Prenylcysteine oxidase 1"
	"Transcribed locus"
	"Transcribed locus"
	
"PHF10"	"**PHD finger protein 10"
	"Transcribed locus"
"C1QTNF6"	"C1q and tumor necrosis factor related protein 6"
"TMEM86A"	"Transmembrane protein 86A"
	
"N4BP1"	"Nedd4 binding protein 1"
"TBX3"	"T-box 3 (ulnar mammary syndrome)"
	
	"**Homo sapiens, clone IMAGE:4284850, mRNA"
"ZNF140"	"Zinc finger protein 140"
"MAN1A2"	"Mannosidase, alpha, class 1A, member 2"
	
	"Transcribed locus"
"EML4"	"Echinoderm microtubule associated protein like 4"
	"MRNA full length insert cDNA clone EUROIMAGE 196784"
"DPYS"	"Dihydropyrimidinase"
	
"SF3B14"	"Splicing factor 3B, 14 kDa subunit"
"SCLT1"	"Sodium channel and clathrin linker 1"
	
"IPO9"	"Importin 9"
	"Transcribed locus"
	
	
"AFF4"	"AF4/FMR2 family, member 4"
"IL17RB"	"Interleukin 17 receptor B"
"SF1"	"**Splicing factor 1"
	"Full-length cDNA clone CS0DI002YJ07 of Placenta Cot 25-normalized of Homo sapiens (human)"
"C16orf14"	"Chromosome 16 open reading frame 14"
"ZC3HAV1L"	"Zinc finger CCCH-type, antiviral 1-like"
	"CDNA FLJ23712 fis, clone HEP12427"
"LOC729291"	"Hypothetical protein LOC729291"
"TMEM185B"	"Transmembrane protein 185B"
"LEF1"	"Lymphoid enhancer-binding factor 1"
"NRAP"	"**Nebulin-related anchoring protein"
	
"ZNF662"	"Zinc finger protein 662"
"LOC388335"	"Similar to RIKEN cDNA A730055C05 gene"
